dimension,value,id
 happiness ,high,1628773760265342978
 quality of relationships ,high,1628773760265342978
 feeling having a political voice ,high,1628773760265342978
 happiness ,low,1626109667683323905
 quality of relationships ,medium,1626109667683323905
 happiness ,low,1632901992971395077
 expressing optimism ,low,1632901992971395077
 expressing gratitude ,low,1632901992971395077
 expressing trust ,low,1632901992971395077
 happiness ,high,1626301212483112961
 expressing empathy ,high,1626301212483112961
 expressing trust ,low,1630402477890707456
 happiness ,high,1628554929290739712
resilience ,medium,1628554929290739712
self-esteem ,high,1628554929290739712
 life satisfaction ,high,1628554929290739712
 vitality ,high,1628554929290739712
 positive functioning ,high,1628554929290739712
 expressing optimism ,high,1628554929290739712
 peace with thoughts and feelings ,high,1628554929290739712
 balance in the various aspects of own life ,high,1628554929290739712
 capability) ,high,1628554929290739712
 expressing empathy ,high,1628554929290739712
 depression ,high,1632264965569560577
 loneliness ,high,1632264965569560577
 happiness ,high,1631258462519803907
 capability) ,high,1631258462519803907
 balance in the various aspects of own life ,high,1625983313398595584
 expressing optimism ,low,1631422902225588228
 expressing trust ,low,1631422902225588228
 expressing optimism ,high,1631294082646528004
 expressing trust ,medium,1631294082646528004
 having hope ,high,1631294082646528004
 expressing gratitude ,high,1626474581811773441
 happiness ,low,1628417470670184455
 life satisfaction ,low,1628417470670184455
 expressing optimism ,low,1628417470670184455
 peace with thoughts and feelings ,low,1628417470670184455
religious criticism ,high,1628417470670184455
 expressing empathy ,low,1628417470670184455
 happiness ,low,1632506387493277697
 balance in the various aspects of own life ,low,1632506387493277697
 describing health limitations ,high,1632506387493277697
 happiness ,high,1628787181215940608
 quality of relationships ,medium,1628787181215940608
 expressing optimism ,high,1631214626267631617
 expressing trust ,medium,1631214626267631617
 purpose in life ,high,1634171865244598272
 belief in god ,high,1634171865244598272
 life after death belief ,high,1634171865244598272
 happiness ,high,1630151796168744961
 expressing optimism ,high,1630151796168744961
 positive functioning ,high,1630151796168744961
 life satisfaction ,high,1630151796168744961
 expressing empathy ,high,1630151796168744961
 expressing trust ,low,1628943582450302977
 expressing empathy ,high,1628943582450302977
 happiness ,high,1627822668673081345
 happiness ,medium,1627340340846788609
 expressing optimism ,high,1627340340846788609
 capability) ,high,1627340340846788609
 feeling having a political voice ,high,1628678814610890752
 expressing altruism ,medium,1630645999202107393
 promoting good ,high,1630645999202107393
 expressing trust ,high,1632355500657369088
 expressing altruism ,high,1628225423350824960
 charitable giving/helping ,high,1628225423350824960
 happiness ,high,1629163904940097537
 having hope ,high,1629163904940097537
 happiness ,high,1629028559913197569
 life satisfaction ,high,1629028559913197569
 positive functioning ,high,1629028559913197569
 expressing optimism ,high,1629028559913197569
 expressing altruism ,high,1629028559913197569
 loneliness ,low,1629028559913197569
 quality of relationships ,medium,1629028559913197569
 belonging to society ,high,1629028559913197569
 expressing empathy ,high,1629028559913197569
 happiness ,high,1626785679026839553
 expressing altruism ,high,1626785679026839553
 promoting good ,high,1626785679026839553
 happiness ,high,1628211067292622848
 expressing trust ,high,1628211067292622848
 happiness ,high,1625800387914604544
 expressing optimism ,high,1625800387914604544
 having hope ,high,1625800387914604544
 happiness ,high,1631440103838187521
 purpose in life ,high,1626742474424340480
 balance in the various aspects of own life ,high,1626742474424340480
 having hope ,high,1626742474424340480
 happiness ,high,1631425391524220928
 life satisfaction ,high,1631425391524220928
 expressing empathy ,high,1631425391524220928
 happiness ,low,1631554560329412610
resilience ,low,1631554560329412610
self-esteem ,low,1631554560329412610
 life satisfaction ,low,1631554560329412610
 fear of future ,high,1631554560329412610
 vitality ,low,1631554560329412610
 having energy ,low,1631554560329412610
 positive functioning ,low,1631554560329412610
 expressing optimism ,low,1631554560329412610
 peace with thoughts and feelings ,low,1631554560329412610
 depression ,high,1631554560329412610
 anxiety ,high,1631554560329412610
suffering ,high,1631554560329412610
 purpose in life ,high,1631202132945674240
 feeling having a political voice ,high,1631202132945674240
 happiness ,high,1627336301484580866
 expressing gratitude ,high,1627336301484580866
 life after death belief ,high,1627336301484580866
 happiness ,high,1632145964390576129
 expressing optimism ,high,1632145964390576129
 belonging to society ,high,1632145964390576129
 expressing gratitude ,high,1632145964390576129
 expressing optimism ,low,1630634220010852352
 capability) ,low,1630634220010852352
 happiness ,high,1630548080788660224
 expressing gratitude ,high,1630548080788660224
 expressing optimism ,low,1628274899994255362
 expressing altruism ,low,1628274899994255362
 having hope ,high,1628274899994255362
 happiness ,high,1632967534814060545
 life satisfaction ,high,1632967534814060545
 expressing optimism ,high,1632967534814060545
 purpose in life ,medium,1632967534814060545
 balance in the various aspects of own life ,high,1632967534814060545
 expressing empathy ,high,1632967534814060545
 capability) ,high,1630909107422236677
 happiness ,high,1628476666463895554
 expressing gratitude ,high,1628476666463895554
 promoting good ,medium,1628476666463895554
 happiness ,high,1632974707741048832
 life satisfaction ,high,1632974707741048832
 expressing optimism ,high,1632974707741048832
 peace with thoughts and feelings ,high,1632974707741048832
 purpose in life ,high,1632974707741048832
 expressing altruism ,medium,1632974707741048832
 promoting good ,high,1632974707741048832
self-esteem ,high,1626056637566926848
 happiness ,high,1632663613541416961
 life satisfaction ,high,1632663613541416961
 vitality ,high,1632663613541416961
 having energy ,high,1632663613541416961
 positive functioning ,high,1632663613541416961
 expressing optimism ,high,1632663613541416961
 purpose in life ,high,1632663613541416961
 balance in the various aspects of own life ,medium,1632663613541416961
 capability) ,high,1632663613541416961
 promoting good ,high,1632663613541416961
 expressing gratitude ,high,1625961207482941440
self-esteem ,high,1628056969213771776
 quality of relationships ,high,1628056969213771776
 having hope ,high,1628056969213771776
 happiness ,low,1631623434751860737
 life satisfaction ,low,1631623434751860737
 expressing job satisfaction ,low,1631623434751860737
 expressing optimism ,low,1631623434751860737
 balance in the various aspects of own life ,low,1631623434751860737
 financial/material worry ,high,1631623434751860737
 feeling pain ,high,1629545401723265026
 loneliness ,high,1629545401723265026
 happiness ,high,1629169683030245376
 expressing altruism ,high,1629169683030245376
 happiness ,low,1625832227027185666
 life satisfaction ,low,1625832227027185666
 vitality ,low,1625832227027185666
 having energy ,low,1625832227027185666
 positive functioning ,low,1625832227027185666
 expressing optimism ,low,1625832227027185666
 peace with thoughts and feelings ,low,1625832227027185666
suffering ,high,1625832227027185666
 feeling pain ,high,1625832227027185666
 expressing empathy ,low,1625832227027185666
 feeling having a political voice ,high,1630640472547835929
 happiness ,high,1633056693620703233
 life satisfaction ,high,1633056693620703233
 vitality ,high,1633056693620703233
 positive functioning ,high,1633056693620703233
 expressing optimism ,high,1633056693620703233
 balance in the various aspects of own life ,high,1633056693620703233
 capability) ,high,1633056693620703233
 quality of relationships ,medium,1633056693620703233
 belonging to society ,medium,1633056693620703233
 having hope ,high,1633056693620703233
 promoting good ,high,1633056693620703233
 purpose in life ,high,1626357006931054594
 capability) ,high,1626357006931054594
 promoting good ,high,1626357006931054594
 feeling pain ,high,1632077818535321600
 expressing empathy ,high,1632077818535321600
 happiness ,high,1627834897543856130
suffering ,high,1629378907488276480
 expressing trust ,high,1629378907488276480
 describing health limitations ,high,1629378907488276480
 expressing altruism ,low,1626148717668536320
 feeling having a political voice ,high,1626148717668536320
 happiness ,high,1627239225266520065
 expressing empathy ,high,1627239225266520065
 capability) ,high,1631088427385999360
 happiness ,high,1609395836475310080
 having hope ,high,1609395836475310080
 happiness ,medium,1629247616260390913
 expressing trust ,low,1629247616260390913
 fear of future ,high,1626363420189642753
 loneliness ,high,1626363420189642753
 ptsd (post-traumatic stress disorder) ,high,1626363420189642753
 happiness ,high,1629324992126103552
 expressing altruism ,high,1629324992126103552
 happiness ,high,1632428601487261697
self-esteem ,low,1632428601487261697
 life satisfaction ,low,1632428601487261697
 expressing optimism ,low,1632428601487261697
 peace with thoughts and feelings ,low,1632428601487261697
 loneliness ,high,1632428601487261697
 quality of relationships ,low,1632428601487261697
 belonging to society ,low,1632428601487261697
 expressing gratitude ,low,1632428601487261697
 expressing trust ,low,1632428601487261697
 balance in the various aspects of own life ,low,1632428601487261697
 expressing optimism ,high,1626945710070325252
 expressing altruism ,medium,1626945710070325252
 feeling having a political voice ,high,1626945710070325252
 expressing optimism ,high,1632515501325705216
 expressing trust ,high,1632515501325705216
 happiness ,low,1632276612447367169
 life satisfaction ,low,1632276612447367169
 fear of future ,high,1632276612447367169
 vitality ,low,1632276612447367169
 having energy ,low,1632276612447367169
 positive functioning ,low,1632276612447367169
 expressing optimism ,low,1632276612447367169
 peace with thoughts and feelings ,low,1632276612447367169
 purpose in life ,low,1632276612447367169
 balance in the various aspects of own life ,low,1632276612447367169
 capability) ,low,1632276612447367169
 feeling having a political voice ,high,1632276612447367169
resilience ,high,1627344870565183489
 financial/material worry ,low,1627344870565183489
 expressing trust ,low,1626489011580592130
 happiness ,high,1632163742690471938
 expressing gratitude ,high,1632163742690471938
 fear of future ,high,1629839920339595267
 expressing trust ,low,1629839920339595267
 feeling having a political voice ,high,1629839920339595267
 fear of future ,high,1631209106529812481
resilience ,low,1631714058872459264
 depression ,high,1631714058872459264
 loneliness ,medium,1631714058872459264
 expressing trust ,medium,1631920719545380864
 happiness ,high,1632940510334578688
 expressing empathy ,high,1632940510334578688
 happiness ,low,1626309883468435458
 positive functioning ,low,1626309883468435458
 expressing optimism ,low,1626309883468435458
 quality of relationships ,low,1626309883468435458
 belonging to society ,low,1626309883468435458
 happiness ,high,1626379200688177152
 life satisfaction ,high,1626379200688177152
 vitality ,high,1626379200688177152
 positive functioning ,high,1626379200688177152
 balance in the various aspects of own life ,high,1626379200688177152
 expressing gratitude ,high,1626379200688177152
 belonging to society ,medium,1626379200688177152
 quality of relationships ,medium,1626379200688177152
 having hope ,high,1626379200688177152
 expressing empathy ,high,1626379200688177152
 expressing trust ,low,1631830090970546176
self-esteem ,high,1632339233393324034
 quality of relationships ,high,1632339233393324034
 expressing empathy ,high,1632339233393324034
 perceiving discrimination ,medium,1625876384143769600
 feeling having a political voice ,high,1625876384143769600
 expressing optimism ,high,1629641423170461696
 expressing altruism ,high,1629641423170461696
 feeling having a political voice ,high,1629641423170461696
 expressing altruism ,high,1631761901142040576
 expressing empathy ,high,1631761901142040576
 quality of relationships ,medium,1631710320610746368
 fear of future ,high,1625898371562057729
 anxiety ,medium,1625898371562057729
 quality of relationships ,low,1625898371562057729
 belonging to society ,low,1625898371562057729
 expressing trust ,low,1625898371562057729
 feeling trusted ,low,1625898371562057729
 perceiving discrimination ,medium,1625898371562057729
